polarity,filtered_text,sentiment,id,lang,text,subjectivity,Joe Biden,Raphael Warnock,Donald Trump,2022 Special Election,Biden 2024,2020 Election,Trump 2024,Herschel Walker,Democrats,2022 Midterm,Republicans
-0.54339998960495,"rt are you really surprised joe biden gave russia a terrorist back…? remember, he’s the guy who gave the taliban $80 bil…",Negative,"Any[""1584349209683439618""]",en,"RT @GuntherEagleman: Are you really surprised Joe Biden gave Russia a terrorist back…?  Remember, he’s the guy who gave the Taliban $80 Bil…",obj,true,false,false,false,false,false,false,false,false,false,false
-0.83160001039505,"biden gave up a russian arms dealer known as “the merchant of death” in exchange for an anti-american wnba player, while leaving us marine paul whelan to rot in a russian prison. there is no limit to joe biden’s incompetence.",Negative,"Any[""1584349209683439618""]",en,"@jrpsaki @POTUS @WhiteHouse Biden gave up a Russian arms dealer known as “the merchant of death” in exchange for an anti-American WNBA player, while leaving US Marine Paul Whelan to rot in a Russian prison. 

There is no limit to Joe Biden’s incompetence.",obj,true,false,false,false,false,false,false,false,false,false,false
0.2667999863624573,joe biden doesn't care and he loves to rub it in. when will america stand up? https://t.co/rkp6tmi9z2,Positive,"Any[""1584349209683439618""]",en,Joe Biden doesn't care and he loves to rub it in. When will America stand up? https://t.co/RKp6tmI9z2,subj,true,false,false,false,false,false,false,false,false,false,false
0.07720000296831131,"rt wnba star brittney griner has been released from russian detention and is on her way back to the united states, president joe bide…",Positive,"Any[""1584349209683439618""]",en,"RT @CNN: WNBA star Brittney Griner has been released from Russian detention and is on her way back to the United States, President Joe Bide…",obj,true,false,false,false,false,false,false,false,false,false,false
-0.9225000143051147,rt joe biden released the most dangerous russian terrorist in the world to russia while we are at war with russia. now stop…,Negative,"Any[""1584349209683439618""]",en,"RT @bennyjohnson: Joe Biden released the most dangerous Russian terrorist in the world to Russia while we are at WAR with Russia.

Now stop…",obj,true,false,false,false,false,false,false,false,false,false,false
0.0,and so are you clay!!! so are you 😂 clown 🤡,Neutral,"Any[""1584349209683439618""]",en,@ClayTravis and so are you clay!!! So are you 😂 clown 🤡,obj,true,false,false,false,false,false,false,false,false,false,false
0.0,"rusia liberó a la estrella de baloncesto de estados unidos, brittney griner, tras un intercambio de prisioneros de alto nivel. en tanto, eeuu liberó al ruso viktor bout, acusado de tráfico de armas. la liberación de griner tuvo un alto precio para gobierno de joe biden. https://t.co/2j4rnmxacd",Neutral,"Any[""1584349209683439618""]",es,"Rusia liberó a la estrella de baloncesto de Estados Unidos,  Brittney Griner, tras un  intercambio de prisioneros de alto nivel. En tanto, EEUU liberó al ruso Viktor Bout, acusado de tráfico de armas. La liberación de Griner tuvo un alto precio para gobierno de Joe Biden. https://t.co/2j4RnmXaCd",obj,true,false,false,false,false,false,false,false,false,false,false
0.0,did you mean to write donald trump?? https://t.co/px8u5bkmps,Neutral,"Any[""1584349209683439618"", ""1584339387256639488"", ""1600736022488403970""]",en,@GOP Did you mean to write Donald Trump??     https://t.co/pX8u5bkMps,obj,true,false,true,false,false,false,false,false,false,false,true
0.0,putin after pulling off the trade of the century with joe biden https://t.co/damcljqfzi,Neutral,"Any[""1584349209683439618""]",en,Putin after pulling off the trade of the century with Joe Biden https://t.co/DAmCljQfZi,obj,true,false,false,false,false,false,false,false,false,false,false
0.0,rt joe biden just gave russia the kind of victory they always claimed trump would enable.,Neutral,"Any[""1584349209683439618""]",en,RT @StevenErtelt: Joe Biden just gave Russia the kind of victory they always claimed Trump would enable.,obj,true,false,false,false,false,false,false,false,false,false,false
