polarity,filtered_text,sentiment,id,lang,text,subjectivity,Joe Biden,Raphael Warnock,Donald Trump,2022 Special Election,Biden 2024,2020 Election,Trump 2024,Herschel Walker,Democrats,2022 Midterm,Republicans
-0.4767000079154968,"@ospinadiego @freep worse than the herschel walker trade...
#onepride",Negative,"Any[""1600736022488403973""]",en,"@OspinaDiego @freep Worse than THE Herschel Walker trade...
#OnePride",obj,0,0,0,0,0,0,0,1,0,0,0
0.3181999921798706,rt @ericsfedup: do you think if britney griner stood for the anthem and supported republicans the biden administration would do a swap with…,Positive,"Any[""1600736022488403970""]",en,RT @ericsfedup: Do you think if Britney Griner stood for the anthem and supported Republicans the Biden administration would do a swap with…,obj,0,0,0,0,0,0,0,0,0,0,1
-0.3612000048160553,rt @grrls_sxy_shoes: @amoneyresists @ezylibby 0the campaign to smear public school teachers &amp; lgbtq people as “groomers” has “deflected fro…,Negative,"Any[""1600736022488403971""]",en,RT @grrls_sxy_shoes: @AmoneyResists @EzyLibby 0The campaign to smear public school teachers &amp; LGBTQ people as “groomers” has “deflected fro…,obj,0,0,0,1,0,0,0,0,0,0,0
-0.12800000607967377,walker lew zebulon marner #贵阳 #南通 humphrey tout https://t.co/6wqefgz5fp,Negative,"Any[""1600736022488403973""]",en,Walker Lew Zebulon Marner #贵阳 #南通 Humphrey Tout https://t.co/6wqEfgz5FP,obj,0,0,0,0,0,0,0,1,0,0,0
-0.5573999881744385,@mrctv shit for brains president,Negative,"Any[""1584349209683439618""]",en,@mrctv Shit for brains president,subj,1,0,0,0,0,0,0,0,0,0,0
0.4018999934196472,rt @therecount: senate majority leader chuck schumer welcomes sen. raphael warnock (d-ga) back to capitol hill after his runoff victory ove…,Positive,"Any[""1600736022488403973"", ""1600736022488403972""]",en,RT @therecount: Senate Majority Leader Chuck Schumer welcomes Sen. Raphael Warnock (D-GA) back to Capitol Hill after his runoff victory ove…,obj,0,1,0,0,0,0,0,1,0,0,0
-0.6248999834060669,"rt @dbongino: today is december 8th, 2022 and joe biden is the worst president in us history.",Negative,"Any[""1584349209683439618""]",en,"RT @dbongino: Today is December 8th, 2022 and Joe Biden is the WORST President in US history.",obj,1,0,0,0,0,0,0,0,0,0,0
0.5573999881744385,"rt @knockingkarmas: @awpromie i saw that happen as well last night.  like trump said,  if you don't fix the 2020 election this will keep ha…",Positive,"Any[""1584349209683439616""]",en,"RT @KnockingKarmas: @AwPromie I saw that happen as well last night.  Like Trump said,  if you don't fix the 2020 election this will keep ha…",subj,0,0,0,0,0,1,0,0,0,0,0
-0.25,@hrkbenowen #mikelindell said last night on his #lindellreport that 200k votes switched from walker to warnock in a moment of time. seeing as the final total gave warnock a 98k vote difference between them. that alone was the difference maker.,Negative,"Any[""1600736022488403973"", ""1600736022488403972"", ""1600736022488403969""]",en,@hrkbenowen #MikeLindell said last night on his #LindellReport that 200k votes switched from Walker to Warnock in a moment of time. Seeing as the final total gave Warnock a 98k vote difference between them. That alone was the difference maker.,obj,0,1,0,0,0,0,0,1,1,0,0
-0.006500000134110451,rt @whitlockjason: wnba player for the merchant of death. this tops the vikings-cowboys herschel walker trade. unreal.,Negative,"Any[""1600736022488403973""]",en,RT @WhitlockJason: WNBA player for the Merchant of Death. This tops the Vikings-Cowboys Herschel Walker trade. Unreal.,obj,0,0,0,0,0,0,0,1,0,0,0
0.7268999814987183,i pray he runs. because he will win. https://t.co/9xuxsi4pog,Positive,"Any[""1600736022488403969""]",en,I pray he runs. Because he will win. https://t.co/9XuxSi4pOG,obj,0,0,0,0,0,0,0,0,1,0,0
