polarity,filtered_text,sentiment,id,lang,text,subjectivity,Joe Biden,Raphael Warnock,Donald Trump,2022 Special Election,Biden 2024,2020 Election,Trump 2024,Herschel Walker,Democrats,2022 Midterm,Republicans
0.0,"rt i agree...totally! and there's this 👇too! ""biden’s economy is second only to one at midter…",Neutral,"Any[""1584349209683439618"", ""1600736022488403968""]",en,"RT @grmammaTam55: @JediCounselor @AnandWrites I agree...totally! 

And there's this 👇too!

""Biden’s Economy Is Second Only to One at Midter…",subj,true,false,false,false,false,false,false,false,false,true,false
0.0,most searched figures in 2022 https://t.co/ll0poerykb,Neutral,"Any[""1600736022488403971"", ""1600736022488403968""]",en,@WhiteHouse Most searched figures in 2022 https://t.co/ll0POERYkb,obj,false,false,false,true,false,false,false,false,false,true,false
0.0,the democrats have turned on their own midterm candidate https://t.co/zkcyszeiiv,Neutral,"Any[""1600736022488403969"", ""1600736022488403968""]",en,"The Democrats Have Turned on their Own Midterm Candidate

https://t.co/zkcYsZEIIV",subj,false,false,false,false,false,false,false,false,true,true,false
0.0,"rt yesterday marked the end of the 2022 midterm cycle. today, i finished all my final exams. it’s been a long election and…",Neutral,"Any[""1600736022488403971"", ""1600736022488403968""]",en,"RT @Victorshi2020: Yesterday marked the end of the 2022 midterm cycle. Today, I finished all my final exams. It’s been a long election and…",obj,false,false,false,true,false,false,false,false,false,true,false
0.0,"rt yesterday marked the end of the 2022 midterm cycle. today, i finished all my final exams. it’s been a long election and…",Neutral,"Any[""1600736022488403971"", ""1600736022488403968""]",en,"RT @Victorshi2020: Yesterday marked the end of the 2022 midterm cycle. Today, I finished all my final exams. It’s been a long election and…",obj,false,false,false,true,false,false,false,false,false,true,false
0.7095999717712402,rt 2022 is the first midterm election since 1934 — 88 years ago — when the party in power successfully defended every incumb…,Positive,"Any[""1600736022488403971"", ""1600736022488403968""]",en,RT @kylegriffin1: 2022 is the first midterm election since 1934 — 88 years ago — when the party in power successfully defended every incumb…,obj,false,false,false,true,false,false,false,false,false,true,false
0.0,i notice hasn't updated their 2022 midterm election results to show a warnock win... https://t.co/iejfr7ynmw,Neutral,"Any[""1600736022488403972"", ""1600736022488403971"", ""1600736022488403968""]",en,"I notice @Reuters hasn't updated their 2022 Midterm Election results to show a Warnock win...

https://t.co/IeJfr7YNmW",subj,false,true,false,true,false,false,false,false,false,true,false
0.4018999934196472,"""nearly three out of 10 voters this year said their main reason for voting was to oppose trump, even though he has been out of office for two years. only 16% said their main reason was to express support for trump."" https://t.co/cgq70vonby",Positive,"Any[""1600736022488403970"", ""1600736022488403968""]",en,"@little_bird76 @ProudElephantUS ""Nearly three out of 10 voters this year said their main reason for voting was to oppose Trump, even though he has been out of office for two years. Only 16% said their main reason was to express support for Trump.""
https://t.co/cgq70vonbY",obj,false,false,false,false,false,false,false,false,false,true,true
0.8126000165939331,"rt in wins 35 seats, leading in 5 seats; wins 18 seats &amp; is currently leading in 7 seats as counting…",Positive,"Any[""1600736022488403971""]",en,"RT @dna: In #HimachalPradesh, #Congress wins 35 seats, leading in 5 seats; #BJP wins 18 seats &amp; is currently leading in 7 seats as counting…",obj,false,false,false,true,false,false,false,false,false,false,false
0.5825999975204468,awesome!!! now stop all taxpayer funding to pbs and npr. they have several beg-a-thons during the year to fleece money.,Positive,"Any[""1600736022488403971""]",en,"@NEWSMAX Awesome!!!
Now stop all taxpayer funding to PBS and NPR.
They have several beg-a-thons during the year to fleece money.",obj,false,false,false,true,false,false,false,false,false,false,false
-0.15309999883174896,rt meghan got a harsh dose of truth about her daddy 😂 https://t.co/ha5yybcxfx,Negative,"Any[""1600736022488403971""]",en,"RT @WayneDupreeShow: Meghan got a HARSH dose of truth about her daddy 😂
https://t.co/ha5yYBcxFX",obj,false,false,false,true,false,false,false,false,false,false,false
0.0,"talk to mcconnell, trump, that lake woman in az, mtg and boebert. talk to gosar &amp; biggs. https://t.co/0dbvge3u3r",Neutral,"Any[""1584349209683439616"", ""1600736022488403971""]",en,"@iamgavinjames Talk to mcconnell, trump, that lake woman in AZ, MTG and Boebert.  Talk to Gosar &amp; Biggs.   https://t.co/0DbVge3U3r",obj,false,false,false,true,false,true,false,false,false,false,false
0.5719000101089478,"rt won the by bagging 40 seats, according to the final result updated by the the ended up with 25 se…",Positive,"Any[""1600736022488403971""]",en,"RT @dna: #Congress won the #HPelection by bagging 40 seats, according to the final result updated by the #ECI. The #BJP ended up with 25 se…",obj,false,false,false,true,false,false,false,false,false,false,false
0.03869999945163727,"he endorsed kari lake and mark finchem, nutty election fraud conspirators. that's the end of him for me. he could have chosen not to do that, but he did. glad they lost.",Positive,"Any[""1600736022488403971""]",en,"@GeorgeWill He endorsed Kari Lake and Mark Finchem, nutty election fraud conspirators.  That's the end of him for me.  He could have chosen not to do that, but he did.  Glad they lost.",subj,false,false,false,true,false,false,false,false,false,false,false
-0.5719000101089478,she first ruled the hearts of youngsters by her film bobby. but by marrying kaka she broke them too... https://t.co/jkko1haku1,Negative,"Any[""1600736022488403971""]",en,@Ra_Bies She first ruled the hearts of youngsters by her film Bobby. But by marrying kaka she broke them too... https://t.co/jKKo1hAkU1,obj,false,false,false,true,false,false,false,false,false,false,false
0.4018999934196472,morning digest: new hampshire lawmakers set special election for house race that ended in tie https://t.co/jgkbftlhk8,Positive,"Any[""1600736022488403971""]",en,Morning Digest: New Hampshire lawmakers set special election for House race that ended in tie https://t.co/jgKBFtlhK8,obj,false,false,false,true,false,false,false,false,false,false,false
-0.6704999804496765,"after a series of issues in democratic-leaning harris county on election day, republican state leaders in texas have suggested criminal charges may be warranted. https://t.co/wjuvznl9do",Negative,"Any[""1600736022488403971""]",en,"After a series of issues in Democratic-leaning Harris County on Election Day, Republican state leaders in Texas have suggested criminal charges may be warranted.

https://t.co/WjuvzNl9dO",obj,false,false,false,true,false,false,false,false,false,false,false
-0.3612000048160553,rt turns out clarence thomas was hearing election cases while his wife was undermining the election system. impeach him and…,Negative,"Any[""1600736022488403971""]",en,RT @pamrichmond1: Turns out Clarence Thomas was hearing election cases while his wife was undermining the election system. Impeach him and…,obj,false,false,false,true,false,false,false,false,false,false,false
0.5719000101089478,"rt absurd. senate dems have collectively won more votes than republicans for all 100 seats in every election since 2000, but…",Positive,"Any[""1600736022488403971"", ""1600736022488403970"", ""1600736022488403969""]",en,"RT @PoliticsWolf: Absurd. Senate Dems have collectively won more votes than Republicans for all 100 seats in every election since 2000, but…",obj,false,false,false,true,false,false,false,false,true,false,true
0.0,"gujarat election result 2022: गुजरात में ओवैसी की पार्टी aimim को मिले nota से भी कम वोट, जानें aap का हाल https://t.co/wvtzyrf5x8",Neutral,"Any[""1600736022488403971""]",und,"Gujarat Election Result 2022: गुजरात में ओवैसी की पार्टी AIMIM को मिले NOTA से भी कम वोट, जानें AAP का हाल https://t.co/wvtZyrf5X8",obj,false,false,false,true,false,false,false,false,false,false,false
-0.3612000048160553,rt turns out clarence thomas was hearing election cases while his wife was undermining the election system. impeach him and…,Negative,"Any[""1600736022488403971""]",en,RT @pamrichmond1: Turns out Clarence Thomas was hearing election cases while his wife was undermining the election system. Impeach him and…,obj,false,false,false,true,false,false,false,false,false,false,false
